DELTA,0.829545455,0.844104588,Improved
DENTON,0.592486943,0.557040855,Did Not
DEWITT,0.835920902,0.849859759,Improved
DICKENS,0.865435356,0.864728192,Did Not
DIMMIT,0.365485794,0.375521558,Improved
DONLEY,0.880062305,0.909395973,Improved
DUVAL,0.373673573,0.435255713,Improved
EASTLAND,0.876592999,0.889105691,Improved
ECTOR,0.717806067,0.754921608,Improved
EDWARDS,0.855795148,0.874692875,Improved
EL PASO,0.312761366,0.347986654,Improved
ELLIS,0.721426092,0.672332891,Did Not
ERATH,0.822165767,0.835379337,Improved
FALLS,0.716213322,0.739953221,Improved
FANNIN,0.823507532,0.831033005,Improved
FAYETTE,0.819806902,0.823714286,Improved
FISHER,0.780241935,0.836545325,Improved
FLOYD,0.771443793,0.852079073,Improved
FOARD,0.759174312,0.854442344,Improved
FORT BEND,0.493878848,0.468872218,Did Not
FRANKLIN,0.849304678,0.860097013,Improved
FREESTONE,0.816026915,0.840714607,Improved
FRIO,0.507429829,0.502145923,Did Not
GAINES,0.862248891,0.9144177,Improved
GALVESTON,0.635641557,0.621507396,Did Not
GARZA,0.844166014,0.88,Improved
GILLESPIE,0.825109605,0.806706998,Did Not
GLASSCOCK,0.931283906,0.947552448,Improved
GOLIAD,0.782821685,0.79144385,Improved
GONZALES,0.782368655,0.784944305,Improved
GRAY,0.896099529,0.901943145,Improved
GRAYSON,0.756780626,0.775777378,Improved
GREGG,0.710319335,0.72927894,Improved
GRIMES,0.773253124,0.806509754,Improved
GUADALUPE,0.666948514,0.644767665,Did Not
HALE,0.750305168,0.804866488,Improved
HALL,0.845435685,0.88027366,Improved
HAMILTON,0.869682445,0.864787112,Did Not
HANSFORD,0.915434654,0.932325887,Improved
HARDEMAN,0.861711322,0.879187817,Improved
HARDIN,0.875962019,0.888837944,Improved
HARRIS,0.463919046,0.444714255,Did Not
HARRISON,0.742134184,0.771305488,Improved
HARTLEY,0.918669131,0.929479034,Improved
HASKELL,0.831534772,0.877245509,Improved
HAYS,0.476516819,0.435812807,Did Not
HEMPHILL,0.878388278,0.880235121,Improved
HENDERSON,0.815451447,0.818120134,Improved
HIDALGO,0.366963304,0.402157285,Improved
HILL,0.81032371,0.82722881,Improved
HOCKLEY,0.81472332,0.84794793,Improved
HOOD,0.836607859,0.829881005,Did Not
HOPKINS,0.802441077,0.827706259,Improved
HOUSTON,0.769931973,0.797048998,Improved
HOWARD,0.778320445,0.817143727,Improved
HUDSPETH,0.607223476,0.668874172,Improved
HUNT,0.777038679,0.777472168,Improved
HUTCHINSON,0.884638554,0.896898713,Improved
IRION,0.869742198,0.889208633,Improved
JACK,0.903237282,0.91680588,Improved
JACKSON,0.844052123,0.872960626,Improved
JASPER,0.824186992,0.852535372,Improved
JEFF DAVIS,0.617167382,0.61047619,Did Not
JEFFERSON,0.525125899,0.560247234,Improved
JIM HOGG,0.349828179,0.42153048,Improved
JIM WELLS,0.520192209,0.53054595,Improved
JOHNSON,0.792242762,0.76890305,Did Not
JONES,0.836579,0.87119391,Improved
KARNES,0.733203978,0.787585123,Improved
KAUFMAN,0.716957021,0.660876468,Did Not
KENDALL,0.814222042,0.785521124,Did Not
KENEDY,0.649122807,0.712418301,Improved
KENT,0.887240356,0.891428571,Improved
KERR,0.793692391,0.779537367,Did Not
KIMBLE,0.892586106,0.888059701,Did Not
KING,0.94488189,0.970873786,Improved
KINNEY,0.747271201,0.759631491,Improved
KLEBERG,0.564435098,0.534014943,Did Not
KNOX,0.791590494,0.854807692,Improved
LAMAR,0.792488206,0.816125668,Improved
LAMB,0.807480429,0.853246753,Improved
LAMPASAS,0.807902089,0.802932978,Did Not
LASALLE,0.498630137,0.529575505,Improved
LAVACA,0.886819299,0.899013278,Improved
LEE,0.796778615,0.813116842,Improved
LEON,0.878171047,0.88620137,Improved
LIBERTY,0.804390149,0.812490526,Improved
LIMESTONE,0.770565274,0.78674646,Improved
LIPSCOMB,0.890037594,0.915046059,Improved
LIVE OAK,0.853852481,0.856,Improved
LLANO,0.814367138,0.813945054,Did Not
LOVING,0.839285714,0.886075949,Improved
LUBBOCK,0.677550618,0.694334352,Improved
LYNN,0.813679245,0.869716271,Improved
MADISON,0.804018789,0.837471206,Improved
MARION,0.724255319,0.774379164,Improved
MARTIN,0.842820181,0.889257294,Improved
MASON,0.819295559,0.855349071,Improved
MATAGORDA,0.734929416,0.756095052,Improved
MAVERICK,0.330934571,0.403005322,Improved
MCCULLOCH,0.850149477,0.866562622,Improved
MCLENNAN,0.655863375,0.659526106,Improved
MCMULLEN,0.920745921,0.922043011,Improved
MEDINA,0.744856984,0.725613267,Did Not
MENARD,0.828205128,0.850322581,Improved
MIDLAND,0.794757481,0.808653534,Improved
MILAM,0.760951189,0.803661163,Improved
MILLS,0.88877855,0.892975012,Improved
MITCHELL,0.836392239,0.884896126,Improved
MONTAGUE,0.885934125,0.892002038,Improved
MONTGOMERY,0.76014923,0.733911706,Did Not
MOORE,0.805322819,0.855120733,Improved
MORRIS,0.714996446,0.761011011,Improved
MOTLEY,0.921529175,0.956349206,Improved
NACOGDOCHES,0.669718375,0.699102902,Improved
NAVARRO,0.750832871,0.766291658,Improved
NEWTON,0.807494647,0.836954036,Improved
NOLAN,0.788565796,0.813305285,Improved
NUECES,0.563257052,0.532659209,Did Not
OCHILTREE,0.901121728,0.9289746,Improved
OLDHAM,0.917181706,0.922077922,Improved
ORANGE,0.826447539,0.842782581,Improved
PALO PINTO,0.828313892,0.832121404,Improved
PANOLA,0.822021289,0.84674606,Improved
PARKER,0.838686731,0.827955294,Did Not
PARMER,0.82111437,0.874434389,Improved
PECOS,0.656294605,0.692015209,Improved
POLK,0.784911526,0.797389127,Improved
POTTER,0.710081274,0.737503439,Improved
PRESIDIO,0.281476998,0.325406032,Improved
RAINS,0.864533696,0.870062162,Improved
RANDALL,0.818433675,0.81723901,Did Not
REAGAN,0.833732057,0.860335196,Improved
REAL,0.856321839,0.852135118,Did Not
RED RIVER,0.788924194,0.814693496,Improved
REEVES,0.513364446,0.615985301,Improved
REFUGIO,0.69150641,0.715889465,Improved
ROBERTS,0.955223881,0.968468468,Improved
ROBERTSON,0.711338557,0.771647,Improved
ROCKWALL,0.739776374,0.704695482,Did Not
RUNNELS,0.885512584,0.904143476,Improved
RUSK,0.791923172,0.816611211,Improved
SABINE,0.878473977,0.901560624,Improved
SAN AUGUSTINE,0.765333333,0.798603839,Improved
SAN JACINTO,0.827209427,0.825426746,Did Not
SAN PATRICIO,0.668258674,0.672030394,Improved
SAN SABA,0.891209325,0.899307159,Improved
SCHLEICHER,0.792058516,0.827380952,Improved
SCURRY,0.858516484,0.87378876,Improved
SHACKELFORD,0.926070039,0.926553672,Improved
SHELBY,0.813046937,0.843335257,Improved
SHERMAN,0.858017136,0.939265537,Improved
SMITH,0.72133525,0.742692207,Improved
SOMERVELL,0.853148751,0.849009901,Did Not
STARR,0.312937743,0.401187371,Improved
STEPHENS,0.893867925,0.914754098,Improved
STERLING,0.911885246,0.944196429,Improved
STONEWALL,0.824590164,0.87079646,Improved
SUTTON,0.783152627,0.834767642,Improved
SWISHER,0.790981432,0.839735894,Improved
TARRANT,0.543868451,0.513385912,Did Not
TAYLOR,0.765311387,0.761158847,Did Not
TERRELL,0.694505495,0.765258216,Improved
TERRY,0.792648108,0.836679537,Improved
THROCKMORTON,0.896700143,0.917541229,Improved
TITUS,0.734829488,0.778612401,Improved
TOM GREEN,0.744293423,0.749615348,Improved
TRAVIS,0.304093202,0.258887522,Did Not
TRINITY,0.830528149,0.83598577,Improved
TYLER,0.853912066,0.87537952,Improved
UPSHUR,0.83075166,0.859966358,Improved
UPTON,0.846456693,0.858223062,Improved
UVALDE,0.601518027,0.601434684,Did Not
VAL VERDE,0.527320722,0.581554317,Improved
VAN ZANDT,0.86963062,0.872123264,Improved
VICTORIA,0.721958227,0.732323632,Improved
WALKER,0.685491122,0.707820587,Improved
WALLER,0.640903614,0.681333812,Improved
WARD,0.752221463,0.820095314,Improved
WASHINGTON,0.781885672,0.784783853,Improved
WEBB,0.332992578,0.366960372,Improved
WHARTON,0.733637983,0.769623169,Improved
WHEELER,0.923668314,0.930604982,Improved
WICHITA,0.731633255,0.737504347,Improved
WILBARGER,0.787387909,0.82677665,Improved
WILLACY,0.45693327,0.43125,Did Not
WILLIAMSON,0.540756483,0.494287374,Did Not
WILSON,0.774106084,0.768108497,Did Not
WINKLER,0.791465933,0.855412566,Improved
WISE,0.849178201,0.851206382,Improved
WOOD,0.853385463,0.862708414,Improved
YOAKUM,0.823032224,0.872249389,Improved
YOUNG,0.872809762,0.887633193,Improved
ZAPATA,0.397140221,0.527737438,Improved
ZAVALA,0.26245614,0.318367347,Improved
